source_id,target_id,connected_date,strength
3273,131,2024-07-08,0.44
2360,4526,2020-02-28,0.26
1491,2148,2020-01-27,0.48
2938,2462,2024-12-20,0.53
3696,3270,2023-11-19,0.98
2795,342,2024-01-10,0.62
2107,684,2023-07-23,0.55
4788,4138,2021-11-07,0.49
2127,1674,2020-03-13,0.18
3187,2698,2023-07-08,0.86
3535,1103,2021-03-27,0.56
4032,4349,2022-11-07,0.93
3628,3121,2021-12-12,0.48
1947,607,2021-02-25,0.45
430,3414,2023-08-18,0.22
1131,4847,2020-02-17,0.9
801,1586,2023-02-12,0.44
2290,3949,2024-08-28,0.63
3664,653,2024-03-23,0.62
127,1756,2022-11-08,0.12
2698,994,2024-04-05,0.75
2101,4269,2023-04-16,0.82
2644,2015,2023-02-21,0.25
4666,2375,2021-09-22,0.17
1000,2127,2022-07-30,0.83
392,2963,2021-04-22,0.38
1050,4595,2021-05-05,0.63
762,3350,2022-08-29,0.29
462,4624,2021-11-09,0.76
1033,3227,2022-10-07,0.11
4560,2096,2024-11-05,0.56
4236,3310,2024-07-26,0.66
3391,2718,2022-02-17,0.72
1223,4858,2024-12-29,0.25
4382,1521,2024-11-22,0.9
4306,1350,2024-01-08,0.58
14,908,2022-12-15,0.3
2011,3060,2021-03-05,0.14
4178,4213,2021-12-03,0.48
2442,3461,2022-09-20,0.92
4057,4116,2020-02-07,0.65
3271,2282,2021-10-25,0.82
1793,3930,2021-07-04,0.76
4707,2667,2024-08-28,0.62
2743,1201,2020-06-11,0.31
1644,665,2022-09-05,0.39
2824,2702,2023-05-13,0.67
4121,4003,2021-07-16,0.58
3747,2265,2020-06-27,0.97
528,2385,2022-12-14,0.45
1282,3511,2022-06-27,0.39
986,966,2024-06-05,0.66
4039,3477,2021-06-10,0.4
2198,3329,2021-12-29,0.81
590,2935,2024-05-13,0.68
2546,915,2023-06-06,0.46
4337,4906,2022-05-24,0.31
66,409,2023-03-04,0.96
2876,4132,2024-08-02,0.27
904,3245,2024-05-25,0.27
309,704,2024-04-02,0.76
4716,3895,2023-08-28,0.68
1414,2301,2020-10-23,0.21
2301,4436,2024-06-09,0.77
2502,4917,2020-12-08,0.53
3361,4533,2020-04-09,0.61
4260,2082,2022-06-11,0.69
404,679,2024-07-05,0.67
4147,276,2021-07-16,0.11
1672,1611,2021-09-06,0.6
590,2734,2024-11-17,0.3
1983,3070,2024-06-15,0.89
3270,3279,2024-03-09,0.54
2834,2674,2021-06-18,0.35
130,2827,2021-05-16,0.63
3220,336,2023-06-13,0.9
3970,2190,2024-03-11,0.84
3301,1129,2022-10-12,0.22
2726,1690,2022-03-20,0.93
2449,4698,2020-05-08,0.2
1255,4348,2024-08-08,0.98
3349,3641,2024-02-22,0.66
1258,4107,2022-01-16,0.76
1399,701,2024-12-06,0.89
2928,2630,2024-01-19,0.9
1782,4564,2021-05-18,0.87
4073,3720,2021-11-27,0.89
4498,1137,2020-07-01,0.92
3165,1495,2022-05-03,0.33
4976,3038,2022-03-25,0.53
4195,2188,2021-08-13,0.77
21,3653,2023-02-23,0.65
184,3937,2024-08-27,0.41
4609,4666,2020-07-23,0.65
530,3737,2022-09-16,0.44
562,1255,2023-03-18,0.71
2272,2449,2020-07-15,0.81
4949,1354,2021-11-25,0.29
822,3519,2021-07-18,0.66
1457,4260,2024-04-04,0.71
2004,4239,2024-05-17,0.68
4673,3899,2021-07-11,0.5
3559,2872,2022-02-15,0.8
4771,301,2022-09-12,0.12
2672,2483,2024-01-25,0.65
1723,2507,2021-03-31,0.99
3539,4400,2022-08-22,0.69
835,2755,2024-10-26,0.47
4618,1432,2020-10-15,0.75
4770,2177,2024-04-21,0.65
441,3989,2022-04-09,0.95
1975,2445,2024-11-06,0.2
1725,2949,2023-04-30,0.52
1024,418,2023-09-21,0.14
1009,2729,2023-08-10,0.33
3727,1874,2024-04-18,0.36
2154,1970,2023-09-20,0.16
2150,4396,2022-09-17,0.22
2887,2993,2022-08-17,0.97
2759,3288,2021-06-05,0.19
2807,2215,2023-08-20,0.97
3997,2532,2020-07-14,0.45
2694,3065,2022-08-15,0.29
2573,1243,2021-05-01,0.87
4395,3005,2022-02-02,0.41
145,4769,2024-05-28,0.97
2819,3982,2024-03-09,0.64
3997,2967,2022-10-24,0.19
3349,3297,2020-03-31,0.24
4350,2151,2023-07-10,0.68
1585,3364,2020-12-09,0.31
2474,3638,2020-01-04,0.37
3810,834,2021-05-30,0.46
4858,3643,2023-07-21,0.74
2085,4037,2023-10-03,0.63
2012,2383,2020-09-11,0.6
2617,4686,2021-11-27,1.0
4246,1776,2022-10-19,0.94
3055,3297,2020-03-16,0.21
209,1565,2023-05-31,0.84
826,159,2020-06-08,0.51
256,323,2024-04-01,0.19
289,3140,2022-07-31,0.62
2210,4708,2020-03-09,0.54
3543,4894,2020-12-30,0.95
2561,2571,2023-10-24,0.19
1279,900,2024-03-14,0.82
4738,1937,2023-09-23,0.59
4796,3476,2022-06-30,0.46
2048,2892,2021-02-09,0.81
3988,1968,2022-01-23,0.89
2917,4319,2023-05-02,0.47
4007,474,2022-07-19,0.22
4375,4411,2021-03-15,0.34
700,1751,2021-04-17,0.82
873,1589,2023-06-07,0.11
2230,1553,2020-04-06,0.64
2539,1352,2022-10-05,0.67
1858,3541,2022-04-09,0.87
1844,2570,2022-09-09,0.74
4652,3392,2022-06-23,0.79
513,2196,2022-12-01,0.97
1606,91,2023-09-22,0.15
3738,1871,2024-07-05,0.43
3580,2989,2023-02-22,0.83
3194,207,2022-11-17,0.26
2808,1487,2023-10-02,0.47
3858,4844,2021-06-25,0.74
560,1160,2024-12-20,0.56
4286,3198,2022-05-28,0.95
850,725,2024-07-17,0.21
1053,1607,2024-06-19,0.82
619,2162,2023-07-07,0.69
2641,1304,2024-07-06,0.44
887,4798,2022-09-28,0.81
4478,4650,2024-07-08,0.98
2730,2508,2022-03-18,0.98
2609,3699,2021-06-24,0.67
2236,3093,2022-02-01,0.73
1482,3071,2023-11-06,0.84
2296,2347,2020-06-05,0.2
800,4361,2023-09-25,0.87
2807,700,2021-03-13,0.44
3688,1537,2022-11-12,0.97
2770,1183,2020-04-28,0.29
4423,822,2023-11-14,0.63
3642,3514,2022-11-16,0.37
817,4400,2024-05-13,0.91
4069,658,2021-06-16,0.44
1103,1359,2020-02-27,0.95
2139,4279,2021-05-14,0.28
2652,2187,2020-05-02,0.91
912,1513,2022-06-26,0.25
1697,3189,2020-01-24,0.28
4163,3946,2024-12-04,0.8
2385,3840,2022-09-15,0.14
4695,87,2022-05-13,0.7
3959,3568,2020-08-10,0.97
1944,3810,2022-02-11,0.23
4946,3058,2020-01-06,0.53
3955,539,2023-07-27,0.47
769,4088,2020-10-28,0.14
4470,4289,2024-09-27,0.56
4596,405,2023-09-07,0.37
4105,3195,2024-07-24,0.62
367,1853,2024-12-19,0.84
1326,3172,2024-09-26,0.37
2692,3282,2021-06-09,0.65
3828,2446,2020-08-11,0.63
683,3288,2020-03-16,0.39
1890,4991,2023-10-28,0.12
2050,4663,2020-03-08,0.97
3986,127,2021-04-14,0.37
2755,938,2023-12-15,0.97
3692,435,2020-09-09,0.6
3062,4577,2023-03-21,0.19
3254,4464,2020-10-18,0.62
3806,89,2022-08-04,0.35
966,2721,2021-05-20,0.16
2040,3261,2024-02-01,0.22
2793,1408,2022-04-02,0.82
1152,1428,2020-08-19,0.48
206,4509,2023-12-20,0.56
3006,2264,2022-11-19,0.11
4944,1900,2021-02-11,0.8
3016,4467,2021-04-17,0.78
2442,1574,2023-10-29,0.86
678,35,2022-04-16,0.43
1961,2673,2024-10-09,0.18
2552,2770,2021-06-03,0.44
1784,2828,2020-09-07,0.12
1335,668,2021-09-15,0.14
725,1234,2023-01-17,0.32
711,4681,2021-11-07,0.43
4776,3951,2023-03-05,0.62
1807,2777,2024-07-12,0.78
4939,3718,2020-07-23,0.54
4039,668,2024-10-21,0.54
220,1575,2020-03-07,0.41
4099,3702,2020-04-26,0.9
2486,604,2020-09-22,0.33
3130,40,2021-11-06,0.18
3213,2076,2023-01-12,0.83
4549,4839,2021-10-18,0.29
3672,3156,2023-02-18,0.33
4566,3716,2024-04-13,0.85
3748,3808,2024-11-07,0.7
497,77,2022-03-05,0.35
2541,2660,2023-09-05,0.86
4810,3728,2023-10-17,0.67
1911,656,2023-08-01,0.79
1937,366,2021-04-11,0.3
2165,4753,2024-06-08,0.48
3697,2731,2024-03-26,0.99
2163,2788,2020-08-26,0.8
2476,4447,2021-07-29,0.91
354,4806,2021-09-13,0.73
3595,1780,2024-09-23,0.21
760,2822,2022-03-03,0.12
2793,2372,2020-11-28,0.54
3728,4869,2024-05-15,0.86
2949,4750,2024-01-10,0.9
3911,3388,2024-08-30,0.21
881,420,2022-09-18,0.96
4720,3873,2022-03-14,0.38
3683,2966,2021-08-16,0.71
2877,3427,2021-11-30,0.52
4193,4631,2024-06-06,0.51
1364,3174,2023-10-31,0.62
2426,4153,2021-11-22,0.34
203,1665,2023-04-02,0.11
4158,2113,2023-11-04,0.44
2858,3415,2020-01-24,0.86
3105,4835,2024-02-01,0.64
3341,555,2021-03-23,0.57
3357,4489,2022-09-02,0.13
3628,3611,2024-12-28,0.51
4884,3069,2022-08-17,0.14
1681,4666,2023-03-03,0.9
3329,1183,2022-02-09,0.3
3838,4828,2021-01-11,0.89
3638,572,2023-10-04,0.81
452,3587,2024-04-04,0.31
2930,1010,2020-09-23,0.6
3437,1413,2021-01-18,0.69
267,3334,2023-01-10,0.97
1376,2355,2021-02-17,0.25
1578,1982,2020-04-16,0.81
1767,4829,2021-04-15,0.33
3106,185,2024-05-31,0.46
226,3096,2023-03-05,0.99
2119,1857,2023-10-24,0.93
3268,2817,2023-09-02,0.22
2794,3586,2023-01-06,0.89
2647,1152,2023-05-11,0.37
1119,4144,2021-12-04,0.32
398,271,2024-05-27,0.44
2171,2080,2022-12-23,0.9
4553,2756,2021-08-11,0.58
2791,2011,2020-08-06,0.2
4741,4263,2024-05-23,0.11
1366,2967,2021-12-17,0.97
1173,4337,2024-06-30,0.11
2029,3638,2022-04-20,0.78
2480,1082,2022-01-17,0.4
245,3930,2023-02-15,0.87
3476,4511,2022-12-21,0.67
3659,4460,2022-03-23,0.12
1479,345,2021-04-13,0.75
1066,1383,2020-09-07,0.32
616,3937,2020-03-11,0.91
763,2671,2023-02-21,0.46
3398,1711,2023-04-27,0.8
1080,4424,2024-07-19,0.52
4297,3966,2020-11-22,0.93
4255,4072,2021-02-19,0.84
625,2062,2024-06-29,0.24
2538,4649,2022-01-11,0.82
1423,4721,2024-08-01,0.2
4731,3214,2021-09-26,0.37
3499,69,2021-04-25,0.28
1498,4440,2023-02-14,0.56
3859,37,2020-02-09,0.39
339,1465,2022-12-15,0.54
2773,650,2020-11-03,0.95
1206,1305,2024-02-05,0.73
30,674,2024-01-21,0.9
2957,2438,2022-01-20,0.95
548,3264,2021-07-18,0.58
1127,559,2020-04-23,0.88
2205,3325,2022-04-30,0.22
3822,2618,2023-08-24,0.77
801,2913,2020-12-16,0.47
4679,3665,2021-06-01,0.35
417,1883,2024-11-12,0.75
454,3943,2022-12-30,0.92
2799,2395,2024-02-14,0.59
1546,1653,2020-01-28,0.62
3052,4159,2022-10-07,0.23
1949,4550,2021-03-18,0.46
86,3492,2020-04-10,0.82
2127,2750,2022-07-01,0.98
1258,1877,2020-10-02,0.46
619,2195,2024-02-27,0.7
2804,4098,2023-12-12,0.19
3771,58,2020-07-14,0.43
876,4633,2022-06-04,0.55
3960,1084,2020-02-26,0.66
2871,604,2023-03-16,0.22
977,4607,2020-11-12,0.59
2891,1035,2021-05-02,0.3
1224,4630,2022-07-10,0.86
2201,4714,2023-08-18,0.87
3905,4797,2021-11-28,0.55
4862,845,2021-12-04,0.58
3048,2644,2024-07-18,0.21
3518,1729,2024-06-30,0.64
3635,683,2021-08-01,0.64
159,3823,2021-11-15,0.85
3765,2480,2023-11-26,0.87
2538,1504,2021-09-04,0.61
3832,1952,2023-04-08,0.47
3158,1068,2021-12-09,0.64
4237,4469,2021-05-01,0.72
1457,2461,2023-08-30,0.62
3849,3683,2021-04-27,0.78
3558,3778,2022-09-10,0.25
2113,2434,2021-01-26,0.67
1619,2807,2024-10-27,0.37
3789,4251,2022-10-11,0.25
3084,2965,2022-09-02,0.2
3327,2519,2021-04-01,0.9
353,1284,2023-06-10,0.92
385,1855,2021-07-07,0.94
154,2432,2020-09-13,0.36
4762,3431,2020-04-13,0.66
409,4650,2021-08-10,0.11
540,3433,2023-12-02,0.42
1869,3915,2022-04-30,0.21
1375,3322,2022-02-21,0.73
1134,1032,2022-01-19,0.34
1260,271,2021-03-28,0.47
4912,1892,2020-04-18,0.64
693,2199,2024-08-27,0.67
481,822,2023-10-22,0.4
3824,1981,2020-08-10,0.95
932,3770,2021-01-12,0.84
3245,2546,2020-05-14,0.33
2690,3450,2023-03-16,0.97
105,95,2023-07-22,0.16
2179,1032,2023-06-04,0.82
1782,2704,2023-06-04,0.57
2236,3674,2024-06-28,0.38
1294,4713,2023-01-08,0.67
2647,3419,2023-11-02,0.47
3943,3905,2024-06-20,0.94
2892,2042,2024-11-02,0.64
1383,1362,2022-06-02,0.79
1340,2468,2022-08-10,0.76
1936,3299,2021-10-26,0.11
1662,1174,2023-05-24,0.61
4708,311,2023-12-11,0.97
456,3542,2021-09-07,0.86
3331,554,2024-11-05,0.86
2554,2467,2020-10-25,0.51
4005,2044,2024-09-20,0.76
2662,2606,2021-06-16,0.69
431,2328,2020-12-26,0.68
1024,3282,2023-06-22,0.54
1177,502,2024-02-13,0.49
2980,2193,2023-03-15,0.3
1610,2505,2021-04-18,0.72
3279,4813,2020-02-09,0.35
1737,4833,2024-11-06,0.26
2841,1430,2022-11-17,0.52
1823,2740,2022-07-24,0.28
4186,808,2021-03-29,0.32
3944,1905,2021-07-21,0.41
1706,414,2021-01-05,0.99
3467,2542,2020-07-26,0.86
1250,2402,2024-04-01,0.53
2077,178,2023-07-21,0.61
3067,1564,2024-01-03,0.84
1289,451,2021-05-10,0.31
368,2656,2020-05-28,0.46
1029,2037,2024-08-09,0.22
786,233,2022-09-25,0.74
2996,2921,2021-10-26,0.58
4085,444,2024-07-04,0.63
2186,429,2021-07-13,0.24
2451,2793,2022-03-16,0.37
645,4864,2023-06-25,0.24
3050,718,2020-09-26,0.39
4184,292,2022-09-22,0.79
618,4804,2020-07-05,0.86
2829,175,2021-12-16,0.74
1829,2541,2023-06-05,0.96
561,3854,2020-08-13,0.4
4074,2573,2022-01-03,0.55
994,3214,2022-06-04,0.82
1423,4219,2023-07-17,0.68
2275,3356,2021-05-18,0.12
3528,986,2024-03-05,0.47
610,4395,2023-09-07,0.43
3544,1946,2021-10-09,0.22
7,3754,2022-06-11,0.95
2562,341,2021-08-15,0.24
2576,4974,2023-02-25,0.69
4104,2937,2023-09-29,0.69
4880,3649,2022-08-01,0.89
2508,1556,2023-11-05,0.29
3461,197,2022-10-31,0.14
4857,311,2020-08-11,0.14
2331,3421,2024-02-09,0.19
411,1774,2023-05-13,0.23
4207,4297,2022-10-22,0.6
4407,4866,2021-02-28,0.13
3201,939,2022-03-01,0.94
4546,4285,2020-08-21,0.47
4164,3876,2023-12-20,0.58
2887,726,2022-12-16,0.84
2894,3445,2023-05-05,0.14
2872,289,2023-09-15,0.63
2737,3279,2024-04-02,0.6
1314,3115,2022-09-07,0.26
281,99,2022-09-08,0.95
4000,1283,2024-08-14,0.1
4539,920,2023-10-10,0.7
2379,3666,2020-11-12,0.67
3753,1727,2021-12-21,0.48
146,3819,2022-11-22,0.3
236,4371,2021-03-30,0.14
3280,4946,2022-06-27,0.96
4264,4903,2023-04-11,0.67
4667,3042,2020-07-30,0.68
2840,2327,2023-05-29,0.59
3373,3781,2020-06-11,0.33
3939,2159,2023-03-01,0.13
3562,3105,2022-12-14,0.56
3424,3682,2022-02-02,0.16
4598,2766,2024-04-11,0.54
828,689,2022-05-20,0.37
3532,373,2021-12-20,0.7
2994,3295,2021-02-28,1.0
2040,733,2022-10-28,0.14
3596,1717,2023-04-20,0.94
134,266,2020-10-02,0.41
2836,3511,2021-11-09,0.78
1753,1968,2024-04-27,0.52
3907,3950,2024-06-15,0.32
1639,815,2022-02-14,0.55
4565,3941,2020-08-09,0.63
1318,3406,2020-08-08,0.43
4486,3937,2023-10-10,0.24
848,1177,2021-06-21,0.7
1135,3072,2024-08-02,0.36
2632,195,2023-09-09,0.15
2803,2424,2023-04-23,0.99
4156,299,2023-09-25,0.61
4511,1711,2023-03-09,0.86
3289,3754,2021-04-30,0.57
3919,1107,2021-09-26,0.44
3210,1758,2020-01-28,0.28
2311,2038,2022-12-13,0.3
487,226,2020-03-02,0.62
2385,1831,2021-10-02,0.24
2517,1852,2020-02-06,0.54
2278,872,2022-06-15,0.99
4640,3382,2021-10-05,0.99
3386,3175,2020-11-08,0.56
4068,1595,2022-01-05,0.19
4962,3094,2020-11-17,0.23
1272,3706,2024-05-12,0.39
3312,457,2020-01-09,0.25
2047,307,2020-09-22,0.3
2351,320,2022-02-01,0.44
3835,3700,2024-10-13,0.86
837,1512,2022-01-06,0.17
3023,4249,2023-02-28,0.76
2150,838,2022-11-23,0.87
1360,4153,2024-12-12,0.92
2760,569,2022-04-25,0.46
356,4443,2024-06-28,0.2
1473,1782,2023-04-01,0.21
4319,4533,2021-08-24,0.79
3981,276,2023-04-10,0.6
1587,3411,2020-06-18,0.39
3881,3203,2023-06-06,0.39
4520,2309,2021-09-12,0.37
122,1186,2020-11-23,0.82
2127,4550,2020-11-01,0.33
4459,3219,2021-01-26,0.75
2002,3781,2021-04-25,0.52
2460,3007,2020-03-26,0.3
604,901,2022-12-27,0.13
1250,3116,2023-10-22,0.44
4811,998,2021-06-23,0.81
4951,2037,2023-10-03,0.62
53,3140,2020-06-23,0.12
3721,758,2024-11-23,0.55
1017,836,2024-07-26,0.62
1026,2584,2024-09-30,0.95
4910,1172,2024-12-24,0.37
3983,3353,2023-02-21,0.6
1732,2372,2020-05-09,0.97
1806,2145,2020-06-09,0.35
1623,572,2022-11-22,0.19
4607,849,2021-10-01,0.11
2801,704,2023-11-29,0.73
1283,2580,2023-07-26,0.2
4811,19,2021-09-26,0.38
316,4116,2022-01-09,0.47
4691,2252,2024-06-10,0.14
3166,3713,2020-07-23,0.37
4124,3759,2022-12-14,0.29
179,1622,2020-08-02,0.34
2898,3193,2021-07-10,0.38
1026,1250,2022-07-26,0.4
3870,4913,2021-07-04,0.81
3728,2194,2020-02-25,0.3
3685,2176,2021-06-12,0.66
4757,4303,2022-07-10,0.1
1882,2023,2023-05-31,0.2
1874,3221,2024-03-11,0.97
2367,729,2021-01-15,0.83
3314,2462,2020-05-25,0.1
3157,139,2021-04-04,0.25
3694,2873,2021-04-23,0.95
4560,373,2021-12-13,0.54
3249,1978,2020-06-28,0.72
297,666,2020-02-24,1.0
4937,3327,2023-08-11,0.4
3335,776,2020-12-05,0.39
3246,307,2022-03-06,0.94
175,504,2021-07-29,0.5
4269,3277,2022-08-08,0.64
4600,3102,2024-05-05,0.67
4784,4251,2023-04-25,0.34
2068,4234,2020-05-22,0.52
2019,3321,2024-07-13,0.2
439,3736,2024-06-22,0.52
589,3642,2022-09-22,0.95
1818,3937,2021-10-03,0.62
2540,4879,2021-02-08,0.83
303,3639,2022-12-16,0.19
606,3624,2020-08-06,0.62
3467,427,2020-03-15,0.35
194,1395,2020-07-09,0.34
2407,706,2024-07-17,0.42
4849,3465,2022-07-05,0.35
1904,1912,2023-09-25,0.7
2483,4626,2024-02-04,0.47
2806,3065,2020-11-27,0.31
893,3933,2024-05-08,0.71
1730,1919,2022-01-07,0.32
11,454,2021-09-29,0.66
4798,4781,2021-01-03,0.45
3312,2851,2021-03-15,0.75
915,3913,2023-08-19,0.85
1929,851,2022-07-19,0.29
4653,2486,2024-04-12,0.48
1268,2237,2022-11-03,0.55
1248,1607,2024-06-11,0.77
4589,2859,2024-09-28,0.57
2700,1996,2024-09-07,0.66
3926,3179,2023-02-07,0.51
758,2137,2023-12-07,0.17
1978,2241,2023-03-26,0.28
1019,3946,2023-06-01,0.45
274,3527,2020-01-13,0.43
4582,830,2022-09-05,0.89
2617,3789,2023-05-29,0.21
995,3184,2020-10-06,0.41
3222,4813,2023-02-15,0.65
3040,2155,2022-03-16,0.37
1710,4855,2022-12-31,0.72
3669,128,2020-07-27,0.94
2685,2955,2022-09-22,0.1
1891,4910,2024-01-09,0.31
1084,3895,2023-11-25,0.86
812,4432,2022-03-20,0.46
4778,1237,2022-01-11,0.39
4951,449,2021-11-05,0.12
1423,3191,2020-04-19,0.11
658,911,2023-09-28,0.79
454,682,2024-08-02,0.39
605,3402,2020-05-24,0.86
3766,1578,2023-02-24,0.33
2068,4213,2020-06-16,0.23
719,1893,2020-01-03,0.14
4556,4195,2020-10-13,0.69
1583,4349,2024-10-14,0.37
3076,4694,2023-07-02,0.15
4594,3317,2022-09-06,0.22
1787,603,2020-05-05,0.34
2150,4336,2020-09-12,0.54
3820,2008,2023-07-10,0.99
2973,2597,2024-01-24,0.48
4964,1135,2020-09-15,0.99
4345,4481,2020-10-05,0.89
172,3365,2021-03-12,0.78
4312,3258,2024-08-10,0.36
3938,3150,2020-05-09,0.67
1830,239,2020-11-14,0.27
2145,954,2023-11-14,0.67
4978,1956,2022-05-17,0.56
2596,4993,2023-04-25,0.16
3789,3560,2021-07-14,0.11
1998,1208,2021-04-06,0.8
555,4683,2024-02-12,0.31
1472,2813,2020-10-13,0.81
4372,1223,2024-12-18,0.9
3296,3721,2020-07-27,0.26
4936,1970,2022-08-02,0.62
4957,4651,2021-10-19,0.86
1356,1528,2021-10-03,0.27
3396,2108,2021-06-12,0.37
4262,2281,2024-04-05,0.97
3517,4442,2022-06-09,0.56
952,610,2021-09-25,0.8
1824,1809,2020-04-04,0.48
200,4957,2023-12-20,0.57
2626,4604,2022-10-20,0.53
2736,2600,2023-12-09,0.41
458,3184,2023-12-01,0.9
3945,4348,2022-09-07,0.94
428,1407,2021-12-30,0.62
1245,130,2023-12-31,0.76
3197,1929,2022-08-16,0.25
3379,1463,2024-12-20,0.75
3251,3239,2024-01-24,0.12
1195,1559,2021-10-25,0.56
594,4385,2024-06-18,0.11
2618,2824,2023-09-09,0.66
4652,4012,2022-08-17,0.79
3731,4680,2021-02-04,0.64
2941,4005,2024-10-12,0.62
2837,553,2023-03-01,0.97
1197,2088,2024-01-14,0.51
700,603,2020-05-11,0.53
1775,3208,2022-07-22,0.11
4323,3488,2020-10-30,0.97
3220,3794,2024-11-02,0.49
848,1314,2022-01-17,0.95
2390,1314,2021-02-24,0.29
119,4449,2020-03-28,0.43
2042,263,2024-03-01,0.95
1198,4736,2020-12-06,0.67
4577,1142,2022-11-13,0.52
1404,907,2020-03-21,0.9
4274,4299,2021-02-19,0.17
3616,1881,2024-01-06,0.48
2893,2381,2023-01-20,0.41
1507,22,2022-08-24,0.22
525,3680,2024-09-26,0.12
2417,1129,2023-01-20,0.52
569,3579,2023-10-28,0.74
4015,3522,2024-04-09,0.9
3241,2673,2020-05-15,0.24
2681,2896,2021-11-10,0.18
160,151,2022-01-14,0.9
266,4205,2020-08-23,0.66
4406,2097,2023-12-25,0.22
3517,1417,2021-03-01,0.72
106,1719,2022-05-06,0.11
3702,1103,2020-09-21,0.32
314,1258,2024-03-07,0.69
1892,24,2023-12-15,0.91
2226,1167,2024-12-01,0.84
2250,1618,2022-07-24,0.4
1677,4705,2020-08-22,0.98
4696,1160,2024-10-05,0.96
247,4966,2020-08-17,0.88
3248,1812,2020-09-10,0.48
3493,3159,2024-09-08,0.6
2504,76,2021-05-24,0.29
12,2083,2022-02-04,0.35
2071,527,2020-02-08,0.45
3571,3203,2021-06-24,0.62
36,251,2023-11-05,0.59
2377,2714,2023-02-05,0.12
2697,779,2022-09-30,0.47
1170,4753,2022-04-25,0.85
1393,4225,2020-01-08,0.63
2423,786,2020-08-31,0.42
2604,149,2023-09-01,0.65
3342,4696,2023-12-15,0.47
1599,1001,2021-11-06,0.85
2715,3052,2020-11-23,0.73
1333,1091,2023-09-15,0.81
4528,394,2021-10-26,0.55
4492,1582,2022-07-22,0.68
2492,1926,2021-12-17,0.93
470,2508,2022-10-14,1.0
1429,2785,2024-03-08,0.88
1626,4881,2022-01-15,0.14
873,713,2020-08-25,0.92
1304,2660,2021-10-16,0.56
3567,1488,2022-08-06,0.5
4451,4524,2023-01-07,0.26
331,1811,2020-06-17,0.98
2264,4355,2023-04-18,0.12
1950,163,2021-06-05,0.92
2939,4372,2024-12-29,0.82
58,4858,2022-08-22,0.21
4453,3538,2020-05-18,0.82
2536,1076,2020-12-30,0.65
1804,3015,2023-12-09,0.4
2417,2986,2023-05-06,0.89
371,2671,2024-02-17,0.81
4617,3333,2022-06-26,0.39
4063,4912,2023-05-28,0.98
724,877,2023-10-25,0.27
3680,4854,2024-06-21,0.59
151,2503,2024-04-02,0.4
3373,1170,2022-06-24,0.89
2664,853,2020-06-28,1.0
5,4502,2023-03-13,0.98
2922,4347,2023-03-14,0.52
320,894,2024-12-03,0.41
1376,1488,2020-08-26,0.8
1651,3105,2023-12-23,0.57
3080,498,2020-01-16,0.92
1604,2231,2022-07-28,0.49
577,1065,2023-10-07,0.56
4734,4229,2023-04-16,0.66
1862,58,2023-11-07,0.99
4062,2301,2022-03-10,0.91
958,2019,2024-02-05,0.85
4951,3926,2023-03-28,0.9
4870,1038,2022-08-13,0.19
2690,3228,2020-04-09,0.92
1805,1731,2022-12-02,0.71
4432,4253,2023-10-17,0.42
1193,4206,2022-01-18,0.76
4595,4196,2022-03-23,0.56
860,4474,2024-05-02,0.79
1924,4714,2022-08-15,0.46
1989,420,2023-12-28,0.92
4657,71,2023-08-14,0.1
1944,4067,2023-04-17,0.36
4771,2435,2024-05-20,0.35
3790,2070,2024-11-15,0.82
2271,904,2024-10-06,0.97
3702,3302,2023-04-05,0.92
1396,3491,2020-10-04,0.45
2813,2334,2023-09-01,0.31
3703,2906,2023-03-09,0.2
3204,254,2024-06-27,0.76
2044,2793,2023-04-02,0.69
4223,1715,2023-06-05,0.56
4651,444,2022-08-04,0.83
4689,3516,2022-01-15,0.56
2575,3691,2022-11-05,0.78
4071,2703,2022-05-03,0.7
4524,591,2022-02-13,0.53
2535,1787,2021-09-19,0.71
4005,1725,2020-04-26,1.0
802,3818,2022-08-11,0.96
770,1584,2021-10-09,0.69
22,4030,2022-11-06,0.58
3178,4784,2020-11-16,0.23
1617,4105,2021-10-20,0.35
1936,1550,2022-04-17,0.62
4949,2786,2020-09-23,0.96
2729,355,2024-01-31,0.27
713,1133,2024-08-09,0.72
3217,2581,2021-02-04,0.24
1949,2569,2023-11-23,0.7
2712,974,2021-08-06,0.66
1277,2151,2023-05-01,0.72
1544,1145,2020-09-19,0.32
3950,3992,2020-06-02,0.36
2702,274,2023-04-13,0.32
2925,2572,2022-01-23,0.41
3699,344,2020-10-31,0.13
3368,931,2022-08-21,0.33
1594,3426,2021-09-25,0.34
2953,4618,2021-07-15,0.82
3209,911,2024-04-17,0.24
4514,4618,2021-05-25,0.93
4892,764,2023-07-24,0.23
117,3429,2021-10-27,0.13
3320,847,2020-11-11,0.25
1225,4433,2023-08-22,0.31
217,2988,2022-03-01,0.37
3435,4567,2023-11-24,0.42
36,2103,2022-01-29,0.43
2787,4757,2021-11-12,0.15
3342,1739,2023-12-16,0.4
55,4094,2022-10-17,0.54
4415,4963,2024-06-30,0.7
1773,1902,2023-08-16,0.22
3359,1571,2023-03-26,0.75
506,2154,2023-10-21,0.84
290,240,2022-11-30,0.26
2001,3280,2023-03-04,0.44
1165,3475,2024-12-27,0.94
143,1506,2023-11-05,0.27
509,4623,2022-06-28,0.44
2763,192,2022-03-31,0.19
4961,305,2022-06-03,0.68
